datetime,open,high,low,close,volume,timestamp
2020-02-12 12:00:00,255.61,257.99,251.3,254.25,134534.684,1581508800000
2020-02-12 16:00:00,254.24,267.0,253.39,265.31,194244.53575,1581523200000
2020-02-12 20:00:00,265.31,275.34,262.0,265.74,231751.67169,1581537600000
2020-02-13 00:00:00,265.74,274.48,265.0,269.03,174082.02905,1581552000000
2020-02-13 04:00:00,269.11,273.73,265.27,266.27,118270.86243,1581566400000
2020-02-13 08:00:00,266.25,268.31,256.08,262.82,299876.81901,1581580800000
2020-02-13 12:00:00,262.81,277.69,261.25,270.4,325943.86843,1581595200000
2020-02-13 16:00:00,270.54,272.5,264.23,269.04,108262.29252,1581609600000
2020-02-13 20:00:00,269.08,269.5,262.5,268.32,63243.28226,1581624000000
2020-02-14 00:00:00,268.34,270.12,264.0,266.76,81264.59311,1581638400000
2020-02-14 04:00:00,266.64,270.15,260.28,262.86,96150.18017,1581652800000
2020-02-14 08:00:00,262.77,273.08,262.26,270.95,128975.66717,1581667200000
2020-02-14 12:00:00,270.94,275.0,269.0,272.91,119470.30502,1581681600000
2020-02-14 16:00:00,272.9,285.0,272.17,282.5,217970.53675,1581696000000
2020-02-14 20:00:00,282.45,287.15,280.59,285.15,91113.04044,1581710400000
2020-02-15 00:00:00,285.11,288.41,277.71,282.1,129342.90257,1581724800000
2020-02-15 04:00:00,282.18,282.57,277.58,279.48,74906.05796,1581739200000
2020-02-15 08:00:00,279.4,285.5,279.0,281.54,78870.33496,1581753600000
2020-02-15 12:00:00,281.54,283.65,267.67,274.06,154904.32335,1581768000000
2020-02-15 16:00:00,274.05,279.3,261.86,266.63,359399.50455,1581782400000
2020-02-15 20:00:00,266.63,269.35,262.73,264.88,63390.01935,1581796800000
2020-02-16 00:00:00,264.91,274.0,257.24,271.3,122412.27348,1581811200000
2020-02-16 04:00:00,271.3,273.8,268.3,270.25,67791.80238,1581825600000
2020-02-16 08:00:00,270.24,272.99,265.9,265.98,87206.46313,1581840000000
2020-02-16 12:00:00,265.89,268.24,256.06,258.83,223257.29407,1581854400000
2020-02-16 16:00:00,258.84,262.44,237.41,249.76,470643.49876,1581868800000
2020-02-16 20:00:00,249.75,263.3,248.56,258.85,138807.13213,1581883200000
2020-02-17 00:00:00,258.89,261.5,246.23,249.48,144650.01266,1581897600000
2020-02-17 04:00:00,249.43,253.74,242.0,248.64,187172.23265,1581912000000
2020-02-17 08:00:00,248.64,254.06,242.58,248.17,216013.5982,1581926400000
