timestamp,symbol,score,classification,rsi,rvol,price_change_2w,vs_btc,persistence
2025-11-19T06:02:34.011535,ADAUSDT,42,WEAK,LARGE_CAP,17536800108,106690406.92227,63.3,1.56,-6.09,1.21,EMERGING
2025-11-19T06:02:34.011551,PENDLEUSDT,42,WEAK,MID_CAP,404661457,8355481.7322,69.8,1.19,-5.72,1.58,EMERGING
2025-11-19T06:02:34.011566,CFXUSDT,40,WEAK,MID_CAP,465384450,6654170.1359,71.2,1.09,5.97,13.27,SPIKE
2025-11-19T06:02:34.011581,CRVUSDT,40,WEAK,MID_CAP,633586991,16139491.06635,79.7,1.01,6.78,14.08,SPIKE
2025-11-19T06:02:34.011596,ETCUSDT,40,WEAK,LARGE_CAP,2273445800,11770408.6414,64.9,0.81,4.7,12.0,SPIKE
2025-11-19T06:02:34.011612,INJUSDT,40,WEAK,MID_CAP,667376057,7569030.2803,69.7,0.75,5.37,12.67,SPIKE
2025-11-19T06:02:34.011628,LDOUSDT,40,WEAK,MID_CAP,658521775,10204507.537387,75.9,0.91,5.06,12.36,SPIKE
2025-11-19T06:02:34.011644,PAXGUSDT,40,WEAK,LARGE_CAP,1353881307,52788139.98373,74.6,1.08,3.4,10.7,SPIKE
2025-11-19T06:02:34.011659,TRXUSDT,40,WEAK,LARGE_CAP,27688603926,154880105.17908,63.7,1.35,3.98,11.28,SPIKE
2025-11-19T06:02:34.011674,WIFUSDT,40,WEAK,MID_CAP,418329369,25078639.47128,60.0,1.39,6.63,13.93,SPIKE
2025-11-19T06:02:34.011690,XRPUSDT,40,WEAK,LARGE_CAP,134229285708,467258711.85238,69.9,1.39,3.29,10.59,SPIKE
2025-11-19T06:02:57.242464,STRKUSDT,100,STRONG,MID_CAP,959721787,93579467.826547,67.5,2.01,111.01,118.37,ESTABLISHED
2025-11-19T06:02:57.242531,APTUSDT,85,STRONG,LARGE_CAP,2145762964,30905608.49705,66.0,1.57,16.24,23.6,SPIKE
2025-11-19T06:02:57.242546,XPLUSDT,70,STRONG,MID_CAP,492964282,117174268.90392,54.5,1.82,9.66,17.02,SPIKE
2025-11-19T06:02:57.242558,POLUSDT,67,STRONG,LARGE_CAP,1602616607,18038031.9085,68.9,2.08,-4.94,2.42,EMERGING
2025-11-19T06:02:57.242569,WBETHUSDT,67,STRONG,LARGE_CAP,11181222390,16701538.163323,75.5,4.9,-1.55,5.81,EMERGING
2025-11-19T06:02:57.242580,ASTERUSDT,60,STRONG,LARGE_CAP,2730795123,403595595.04556,66.4,1.39,44.18,51.54,SPIKE
2025-11-19T06:02:57.242591,FETUSDT,60,STRONG,MID_CAP,810788874,41402590.87291,76.1,1.08,52.86,60.22,SPIKE
2025-11-19T06:02:57.242601,FFUSDT,60,STRONG,MID_CAP,336832534,15966457.301713,75.8,0.77,24.75,32.11,SPIKE
2025-11-19T06:02:57.242612,UNIUSDT,60,STRONG,LARGE_CAP,4852618225,94464094.49511,69.2,1.16,56.16,63.52,SPIKE
2025-11-19T06:02:57.242622,NEARUSDT,55,MODERATE,LARGE_CAP,2993011213,76370674.0775,58.1,1.24,29.33,36.69,SPIKE
2025-11-19T06:02:57.242633,WLFIUSDT,55,MODERATE,LARGE_CAP,3911061388,27420972.99411,54.7,0.73,28.79,36.15,SPIKE
2025-11-19T06:02:57.242643,ZECUSDT,55,MODERATE,LARGE_CAP,10495166754,777845655.27549,55.6,1.01,54.5,61.86,SPIKE
2025-11-19T06:02:57.242654,BCHUSDT,50,MODERATE,LARGE_CAP,10521355236,29258760.1701,75.9,0.83,10.91,18.27,SPIKE
2025-11-19T06:02:57.242664,CAKEUSDT,50,MODERATE,MID_CAP,816136822,13466565.91681,68.7,0.57,12.53,19.89,SPIKE
2025-11-19T06:02:57.242674,DOTUSDT,50,MODERATE,LARGE_CAP,4573418361,23723180.73846,60.9,0.87,13.73,21.09,SPIKE
2025-11-19T06:02:57.242684,ENAUSDT,50,MODERATE,LARGE_CAP,2057203579,71465530.881717,66.5,1.61,-11.56,-4.2,SPIKE
2025-11-19T06:02:57.242694,ETHFIUSDT,50,MODERATE,MID_CAP,552659927,10395720.8918,75.3,0.63,8.99,16.35,SPIKE
2025-11-19T06:02:57.242704,RENDERUSDT,50,MODERATE,LARGE_CAP,1099607870,11795909.54948,73.9,1.17,14.89,22.25,SPIKE
2025-11-19T06:02:57.242714,SUSDT,50,MODERATE,MID_CAP,475130105,9960245.8792,66.1,0.82,7.47,14.83,SPIKE
2025-11-19T06:02:57.242724,LTCUSDT,45,WEAK,LARGE_CAP,7297120102,76909429.25081,57.1,0.97,14.48,21.84,SPIKE
2025-11-19T06:02:57.242735,OPUSDT,45,WEAK,MID_CAP,729296189,13753712.231981,56.7,1.05,14.45,21.81,SPIKE
2025-11-19T06:02:57.242745,SYRUPUSDT,45,WEAK,MID_CAP,439926788,10647047.43986,50.1,0.92,7.91,15.27,SPIKE
2025-11-19T06:02:57.242754,ADAUSDT,42,WEAK,LARGE_CAP,17536800108,106685756.09969,62.8,1.56,-6.17,1.19,EMERGING
2025-11-19T06:02:57.242765,PENDLEUSDT,42,WEAK,MID_CAP,404661457,8356031.032,69.9,1.19,-5.68,1.68,EMERGING
2025-11-19T06:02:57.242774,CFXUSDT,40,WEAK,MID_CAP,465384450,6654580.0104,71.2,1.09,5.97,13.33,SPIKE
2025-11-19T06:02:57.242785,CRVUSDT,40,WEAK,MID_CAP,633586991,16138028.32641,79.7,1.01,6.78,14.14,SPIKE
2025-11-19T06:02:57.242794,ETCUSDT,40,WEAK,LARGE_CAP,2273445800,11769553.2814,64.9,0.81,4.7,12.06,SPIKE
2025-11-19T06:02:57.242805,INJUSDT,40,WEAK,MID_CAP,667376057,7571465.9605,69.7,0.75,5.37,12.73,SPIKE
2025-11-19T06:02:57.242814,LDOUSDT,40,WEAK,MID_CAP,658521775,10204160.802554,75.3,0.91,4.99,12.35,SPIKE
2025-11-19T06:02:57.242824,PAXGUSDT,40,WEAK,LARGE_CAP,1353881307,52782272.017229,74.5,1.08,3.39,10.75,SPIKE
2025-11-19T06:02:57.242835,TRXUSDT,40,WEAK,LARGE_CAP,27688603926,154888199.29989,63.7,1.35,3.98,11.34,SPIKE
2025-11-19T06:02:57.242845,WIFUSDT,40,WEAK,MID_CAP,418329369,25078694.77928,60.0,1.39,6.63,13.99,SPIKE
2025-11-19T06:02:57.242855,XRPUSDT,40,WEAK,LARGE_CAP,134229285708,467194008.95344,69.9,1.39,3.29,10.65,SPIKE
2025-11-19T06:04:47.330905,STRKUSDT,100,STRONG,MID_CAP,966798588,94079352.77928,66.2,2.02,108.83,116.3,ESTABLISHED
2025-11-19T06:04:47.330955,APTUSDT,85,STRONG,LARGE_CAP,2150646393,30872541.30441,65.0,1.57,16.01,23.48,SPIKE
2025-11-19T06:04:47.330967,XPLUSDT,70,STRONG,MID_CAP,492964282,117197348.77435,53.9,1.83,9.23,16.7,SPIKE
2025-11-19T06:04:47.330976,POLUSDT,67,STRONG,LARGE_CAP,1602616607,18033225.59599,68.9,2.08,-4.94,2.53,EMERGING
2025-11-19T06:04:47.330984,WBETHUSDT,67,STRONG,LARGE_CAP,11163397988,16721402.089086,75.7,4.91,-1.52,5.95,EMERGING
2025-11-19T06:04:47.330993,ASTERUSDT,60,STRONG,LARGE_CAP,2730795123,403394219.3189,65.7,1.39,43.86,51.33,SPIKE
2025-11-19T06:04:47.331001,FETUSDT,60,STRONG,MID_CAP,808353594,41444900.26969,75.2,1.08,52.32,59.79,SPIKE
2025-11-19T06:04:47.331009,FFUSDT,60,STRONG,MID_CAP,336832534,15971578.212103,75.0,0.77,24.44,31.91,SPIKE
2025-11-19T06:04:47.331017,UNIUSDT,60,STRONG,LARGE_CAP,4847244890,94331564.24842,68.5,1.17,55.95,63.42,SPIKE
2025-11-19T06:04:47.331026,NEARUSDT,55,MODERATE,LARGE_CAP,2985739110,76367805.2376,57.6,1.24,29.16,36.63,SPIKE
2025-11-19T06:04:47.331034,WLFIUSDT,55,MODERATE,LARGE_CAP,3911061388,27406684.19446,55.4,0.73,28.97,36.44,SPIKE
2025-11-19T06:04:47.331042,ZECUSDT,55,MODERATE,LARGE_CAP,10495166754,778195535.36827,54.8,1.01,53.85,61.32,SPIKE
2025-11-19T06:04:47.331050,BCHUSDT,50,MODERATE,LARGE_CAP,10521355236,29311622.169,75.3,0.83,10.68,18.15,SPIKE
2025-11-19T06:04:47.331058,CAKEUSDT,50,MODERATE,MID_CAP,815165384,13460252.69234,68.4,0.57,12.44,19.91,SPIKE
2025-11-19T06:04:47.331066,ENAUSDT,50,MODERATE,LARGE_CAP,2057203579,71255231.41855,66.0,1.61,-11.66,-4.19,SPIKE
2025-11-19T06:04:47.331088,ETHFIUSDT,50,MODERATE,MID_CAP,552659927,10379863.7028,74.7,0.63,8.75,16.22,SPIKE
2025-11-19T06:04:47.331103,RENDERUSDT,50,MODERATE,LARGE_CAP,1095830074,11823579.79041,73.8,1.17,14.84,22.31,SPIKE
2025-11-19T06:04:47.331118,SUSDT,50,MODERATE,MID_CAP,475130105,9947582.55416,64.9,0.82,7.3,14.77,SPIKE
2025-11-19T06:04:47.331134,DOTUSDT,45,WEAK,LARGE_CAP,4560822303,23722289.33822,59.6,0.88,13.52,20.99,SPIKE
2025-11-19T06:04:47.331149,LTCUSDT,45,WEAK,LARGE_CAP,7297120102,76937773.52068,56.0,0.97,14.27,21.74,SPIKE
2025-11-19T06:04:47.331157,OPUSDT,45,WEAK,MID_CAP,727869077,13746013.672078,56.1,1.05,14.33,21.8,SPIKE
2025-11-19T06:04:47.331166,ADAUSDT,42,WEAK,LARGE_CAP,17536800108,106619644.87404,61.6,1.56,-6.35,1.12,EMERGING
2025-11-19T06:04:47.331175,PENDLEUSDT,42,WEAK,MID_CAP,404661457,8345953.6666,70.0,1.19,-5.64,1.83,EMERGING
2025-11-19T06:04:47.331184,CFXUSDT,40,WEAK,MID_CAP,465372078,6653181.5674,70.9,1.09,5.85,13.32,SPIKE
2025-11-19T06:04:47.331192,CRVUSDT,40,WEAK,MID_CAP,632724603,16131977.34376,78.3,1.01,6.54,14.01,SPIKE
2025-11-19T06:04:47.331200,ETCUSDT,40,WEAK,LARGE_CAP,2273445800,11779465.5888,64.2,0.81,4.63,12.1,SPIKE
2025-11-19T06:04:47.331209,INJUSDT,40,WEAK,MID_CAP,666711359,7572492.5349,69.2,0.75,5.21,12.68,SPIKE
2025-11-19T06:04:47.331217,LDOUSDT,40,WEAK,MID_CAP,658521775,10199553.741754,74.5,0.91,4.88,12.35,SPIKE
2025-11-19T06:04:47.331225,PAXGUSDT,40,WEAK,LARGE_CAP,1353892860,52712788.307587,74.5,1.08,3.39,10.86,SPIKE
2025-11-19T06:04:47.331233,TRXUSDT,40,WEAK,LARGE_CAP,27688447124,154866225.43274,63.7,1.35,3.98,11.45,SPIKE
2025-11-19T06:04:47.331242,WIFUSDT,40,WEAK,MID_CAP,418329369,25280063.87207,60.0,1.39,6.63,14.1,SPIKE
2025-11-19T06:04:47.331250,XRPUSDT,40,WEAK,LARGE_CAP,134229285708,466353691.64249,70.2,1.39,3.37,10.84,SPIKE
2025-11-19T06:05:21.438635,STRKUSDT,100,STRONG,MID_CAP,966798588,94126828.182613,66.0,2.02,108.63,116.05,ESTABLISHED
2025-11-19T06:05:21.438682,APTUSDT,85,STRONG,LARGE_CAP,2150646393,30868107.6628,65.4,1.57,16.09,23.51,SPIKE
2025-11-19T06:05:21.438696,XPLUSDT,70,STRONG,MID_CAP,492964282,117337466.43966,54.2,1.83,9.45,16.87,SPIKE
2025-11-19T06:05:21.438708,POLUSDT,67,STRONG,LARGE_CAP,1602616607,18032985.8461,68.9,2.08,-4.94,2.48,EMERGING
2025-11-19T06:05:21.438719,WBETHUSDT,67,STRONG,LARGE_CAP,11163397988,16719335.222488,75.7,4.91,-1.52,5.9,EMERGING
2025-11-19T06:05:21.438729,ASTERUSDT,60,STRONG,LARGE_CAP,2730795123,403369443.15569,65.9,1.39,43.97,51.39,SPIKE
2025-11-19T06:05:21.438739,FETUSDT,60,STRONG,MID_CAP,808353594,41453662.55945,75.7,1.08,52.51,59.93,SPIKE
2025-11-19T06:05:21.438750,FFUSDT,60,STRONG,MID_CAP,336832534,15971001.989213,75.3,0.77,24.5,31.92,SPIKE
2025-11-19T06:05:21.438760,UNIUSDT,60,STRONG,LARGE_CAP,4847244890,94333096.0402,68.3,1.17,55.89,63.31,SPIKE
2025-11-19T06:05:21.438770,NEARUSDT,55,MODERATE,LARGE_CAP,2985739110,76358932.4446,57.6,1.24,29.16,36.58,SPIKE
2025-11-19T06:05:21.438780,WLFIUSDT,55,MODERATE,LARGE_CAP,3911061388,27403609.18948,55.0,0.73,28.88,36.3,SPIKE
2025-11-19T06:05:21.438791,ZECUSDT,55,MODERATE,LARGE_CAP,10495166754,777975571.46868,54.8,1.01,53.83,61.25,SPIKE
2025-11-19T06:05:21.438801,BCHUSDT,50,MODERATE,LARGE_CAP,10521355236,29342444.4868,75.8,0.83,10.87,18.29,SPIKE
2025-11-19T06:05:21.438811,CAKEUSDT,50,MODERATE,MID_CAP,815165384,13457455.56763,68.7,0.57,12.53,19.95,SPIKE
2025-11-19T06:05:21.438821,ENAUSDT,50,MODERATE,LARGE_CAP,2057203579,71235074.899375,66.5,1.62,-11.56,-4.14,SPIKE
2025-11-19T06:05:21.438831,ETHFIUSDT,50,MODERATE,MID_CAP,552659927,10379725.7692,73.8,0.63,8.63,16.05,SPIKE
2025-11-19T06:05:21.438841,RENDERUSDT,50,MODERATE,LARGE_CAP,1095830074,11822046.75741,73.7,1.17,14.78,22.2,SPIKE
2025-11-19T06:05:21.438851,SUSDT,50,MODERATE,MID_CAP,475130105,9944790.76322,65.5,0.82,7.38,14.8,SPIKE
2025-11-19T06:05:21.438861,DOTUSDT,45,WEAK,LARGE_CAP,4560822303,23706034.05596,59.9,0.88,13.56,20.98,SPIKE
2025-11-19T06:05:21.438871,LTCUSDT,45,WEAK,LARGE_CAP,7297120102,76956447.75715,55.3,0.97,14.14,21.56,SPIKE
2025-11-19T06:05:21.438881,OPUSDT,45,WEAK,MID_CAP,727869077,13742660.584841,56.1,1.05,14.33,21.75,SPIKE
2025-11-19T06:05:21.438891,ADAUSDT,42,WEAK,LARGE_CAP,17536800108,106613153.56165,62.0,1.56,-6.29,1.13,EMERGING
2025-11-19T06:05:21.438901,PENDLEUSDT,42,WEAK,MID_CAP,404661457,8347888.6401,69.8,1.19,-5.72,1.7,EMERGING
2025-11-19T06:05:21.438911,CFXUSDT,40,WEAK,MID_CAP,465372078,6653111.0752,70.9,1.09,5.85,13.27,SPIKE
2025-11-19T06:05:21.438920,CRVUSDT,40,WEAK,MID_CAP,632724603,16127586.61764,79.2,1.01,6.63,14.05,SPIKE
2025-11-19T06:05:21.438930,ETCUSDT,40,WEAK,LARGE_CAP,2273445800,11781380.7241,64.9,0.81,4.7,12.12,SPIKE
2025-11-19T06:05:21.438940,INJUSDT,40,WEAK,MID_CAP,666711359,7571839.1755,69.7,0.75,5.37,12.79,SPIKE
2025-11-19T06:05:21.438950,LDOUSDT,40,WEAK,MID_CAP,658521775,10198790.227776,74.5,0.91,4.88,12.3,SPIKE
2025-11-19T06:05:21.438959,PAXGUSDT,40,WEAK,LARGE_CAP,1353892860,52708027.82347,74.5,1.08,3.39,10.81,SPIKE
2025-11-19T06:05:21.438969,TRXUSDT,40,WEAK,LARGE_CAP,27688447124,154858055.85442,63.7,1.35,3.98,11.4,SPIKE
2025-11-19T06:05:21.438979,WIFUSDT,40,WEAK,MID_CAP,418329369,25272307.79951,60.0,1.39,6.63,14.05,SPIKE
2025-11-19T06:05:21.438988,XRPUSDT,40,WEAK,LARGE_CAP,134229285708,466339513.70425,70.2,1.39,3.36,10.78,SPIKE
2025-11-19T06:07:03.127966,APTUSDT,85,STRONG,LARGE_CAP,2150646393,30837579.87554,65.9,1.57,16.2,23.62,SPIKE
2025-11-19T06:07:03.128003,STRKUSDT,80,STRONG,MID_CAP,966798588,94278640.378412,65.4,2.03,107.84,115.26,ESTABLISHED
2025-11-19T06:07:03.128015,XPLUSDT,70,STRONG,MID_CAP,491072549,117348469.98779,54.4,1.83,9.57,16.99,SPIKE
2025-11-19T06:07:03.128024,POLUSDT,67,STRONG,LARGE_CAP,1600647600,18017832.97314,69.8,2.08,-4.82,2.6,EMERGING
2025-11-19T06:07:03.128032,WBETHUSDT,67,STRONG,LARGE_CAP,11163397988,16732758.407036,75.7,4.91,-1.53,5.89,EMERGING
2025-11-19T06:07:03.128041,ASTERUSDT,60,STRONG,LARGE_CAP,2730795123,403179894.93362,66.4,1.39,44.18,51.6,SPIKE
2025-11-19T06:07:03.128049,FETUSDT,60,STRONG,MID_CAP,808353594,41443460.9198,76.3,1.08,53.15,60.57,SPIKE
2025-11-19T06:07:03.128057,FFUSDT,60,STRONG,MID_CAP,336832534,15966591.724694,75.9,0.77,24.9,32.32,SPIKE
2025-11-19T06:07:03.128064,RENDERUSDT,60,STRONG,LARGE_CAP,1095830074,11875048.446,74.5,1.18,15.27,22.69,SPIKE
2025-11-19T06:07:03.128073,UNIUSDT,60,STRONG,LARGE_CAP,4847244890,94084535.08883,69.1,1.17,56.14,63.56,SPIKE
2025-11-19T06:07:03.128081,NEARUSDT,55,MODERATE,LARGE_CAP,2985739110,76236070.2937,57.8,1.24,29.22,36.64,SPIKE
2025-11-19T06:07:03.128089,WLFIUSDT,55,MODERATE,LARGE_CAP,3911061388,27399387.71646,55.7,0.73,29.06,36.48,SPIKE
2025-11-19T06:07:03.128097,ZECUSDT,55,MODERATE,LARGE_CAP,10495166754,777951205.6883,56.0,1.01,54.83,62.25,SPIKE
2025-11-19T06:07:03.128105,BCHUSDT,50,MODERATE,LARGE_CAP,10521355236,29532439.2719,75.7,0.83,10.8,18.22,SPIKE
2025-11-19T06:07:03.128113,CAKEUSDT,50,MODERATE,MID_CAP,815165384,13429059.90893,68.6,0.57,12.49,19.91,SPIKE
2025-11-19T06:07:03.128121,ENAUSDT,50,MODERATE,LARGE_CAP,2057203579,71184963.501012,66.5,1.62,-11.56,-4.14,SPIKE
2025-11-19T06:07:03.128129,ETHFIUSDT,50,MODERATE,MID_CAP,552659927,10361806.1211,73.8,0.63,8.63,16.05,SPIKE
2025-11-19T06:07:03.128137,SUSDT,50,MODERATE,MID_CAP,474588844,9945815.87111,65.5,0.82,7.38,14.8,SPIKE
2025-11-19T06:07:03.128145,DOTUSDT,45,WEAK,LARGE_CAP,4560822303,23722701.08275,59.6,0.88,13.52,20.94,SPIKE
2025-11-19T06:07:03.128153,LTCUSDT,45,WEAK,LARGE_CAP,7297120102,77121176.58976,55.3,0.97,14.14,21.56,SPIKE
2025-11-19T06:07:03.128161,OPUSDT,45,WEAK,MID_CAP,727869077,13738740.397139,56.2,1.05,14.36,21.78,SPIKE
2025-11-19T06:07:03.128169,ADAUSDT,42,WEAK,LARGE_CAP,17536800108,106471124.65462,61.8,1.57,-6.33,1.09,EMERGING
2025-11-19T06:07:03.128177,PENDLEUSDT,42,WEAK,MID_CAP,403403832,8338614.9448,70.2,1.19,-5.6,1.82,EMERGING
2025-11-19T06:07:03.128184,CFXUSDT,40,WEAK,MID_CAP,465372078,6658835.2759,71.4,1.09,6.09,13.51,SPIKE
2025-11-19T06:07:03.128192,CRVUSDT,40,WEAK,MID_CAP,632724603,16115062.6095,79.0,1.01,6.61,14.03,SPIKE
2025-11-19T06:07:03.128200,ETCUSDT,40,WEAK,LARGE_CAP,2273445800,11773972.4501,64.2,0.81,4.63,12.05,SPIKE
2025-11-19T06:07:03.128207,INJUSDT,40,WEAK,MID_CAP,666711359,7567968.7008,70.1,0.75,5.53,12.95,SPIKE
2025-11-19T06:07:03.128215,LDOUSDT,40,WEAK,MID_CAP,658439264,10187420.526915,74.9,0.91,4.93,12.35,SPIKE
2025-11-19T06:07:03.128222,PAXGUSDT,40,WEAK,LARGE_CAP,1353892860,52658813.269391,74.5,1.08,3.39,10.81,SPIKE
2025-11-19T06:07:03.128230,TRXUSDT,40,WEAK,LARGE_CAP,27688447124,154586036.48903,63.7,1.35,3.98,11.4,SPIKE
2025-11-19T06:07:03.128238,WIFUSDT,40,WEAK,MID_CAP,418329369,25259902.81469,60.0,1.39,6.63,14.05,SPIKE
2025-11-19T06:07:03.128245,XRPUSDT,40,WEAK,LARGE_CAP,134229285708,465567985.35745,70.3,1.39,3.39,10.81,SPIKE
2025-11-19T06:07:47.537433,APTUSDT,85,STRONG,LARGE_CAP,2150646393,30822593.31624,66.0,1.57,16.24,23.65,SPIKE
2025-11-19T06:07:47.537493,STRKUSDT,80,STRONG,MID_CAP,966798588,94287827.173908,65.4,2.03,107.84,115.25,ESTABLISHED
2025-11-19T06:07:47.537517,XPLUSDT,70,STRONG,MID_CAP,491072549,117344833.50868,54.0,1.83,9.32,16.73,SPIKE
2025-11-19T06:07:47.537538,POLUSDT,67,STRONG,LARGE_CAP,1600647600,18003687.56579,70.0,2.08,-4.76,2.65,EMERGING
2025-11-19T06:07:47.537559,WBETHUSDT,67,STRONG,LARGE_CAP,11163397988,16738910.208571,76.5,4.91,-1.44,5.97,EMERGING
2025-11-19T06:07:47.537578,ASTERUSDT,60,STRONG,LARGE_CAP,2730795123,403076815.19332,66.7,1.39,44.29,51.7,SPIKE
2025-11-19T06:07:47.537598,FETUSDT,60,STRONG,MID_CAP,808353594,41465932.7842,76.6,1.08,53.6,61.01,SPIKE
2025-11-19T06:07:47.537619,FFUSDT,60,STRONG,MID_CAP,336832534,15966363.503346,76.2,0.77,25.09,32.5,SPIKE
2025-11-19T06:07:47.537639,RENDERUSDT,60,STRONG,LARGE_CAP,1095830074,11878132.32905,74.7,1.18,15.43,22.84,SPIKE
2025-11-19T06:07:47.537659,UNIUSDT,60,STRONG,LARGE_CAP,4847244890,94054650.59342,69.2,1.17,56.18,63.59,SPIKE
2025-11-19T06:07:47.537679,NEARUSDT,55,MODERATE,LARGE_CAP,2985739110,76208152.1105,58.3,1.24,29.38,36.79,SPIKE
2025-11-19T06:07:47.537698,WLFIUSDT,55,MODERATE,LARGE_CAP,3911061388,27395231.15214,55.7,0.73,29.06,36.47,SPIKE
2025-11-19T06:07:47.537718,ZECUSDT,55,MODERATE,LARGE_CAP,10495166754,778110176.20087,55.7,1.01,54.52,61.93,SPIKE
2025-11-19T06:07:47.537737,BCHUSDT,50,MODERATE,LARGE_CAP,10521355236,29590310.5192,75.8,0.84,10.87,18.28,SPIKE
2025-11-19T06:07:47.537756,CAKEUSDT,50,MODERATE,MID_CAP,815165384,13425127.55124,68.8,0.57,12.58,19.99,SPIKE
2025-11-19T06:07:47.537835,DOTUSDT,50,MODERATE,LARGE_CAP,4560822303,23726113.17931,60.2,0.88,13.6,21.01,SPIKE
2025-11-19T06:07:47.537862,ENAUSDT,50,MODERATE,LARGE_CAP,2057203579,71178121.951174,66.7,1.62,-11.5,-4.09,SPIKE
2025-11-19T06:07:47.537883,ETHFIUSDT,50,MODERATE,MID_CAP,552659927,10362029.6652,74.7,0.63,8.75,16.16,SPIKE
2025-11-19T06:07:47.537902,SUSDT,50,MODERATE,MID_CAP,474588844,9949641.67833,66.1,0.82,7.47,14.88,SPIKE
2025-11-19T06:07:47.537920,LTCUSDT,45,WEAK,LARGE_CAP,7297120102,77162731.79273,55.9,0.97,14.25,21.66,SPIKE
2025-11-19T06:07:47.537940,OPUSDT,45,WEAK,MID_CAP,727869077,13727196.589743,56.9,1.05,14.51,21.92,SPIKE
2025-11-19T06:07:47.537959,ADAUSDT,42,WEAK,LARGE_CAP,17536800108,106450707.12512,62.1,1.57,-6.27,1.14,EMERGING
2025-11-19T06:07:47.537979,PENDLEUSDT,42,WEAK,MID_CAP,403403832,8332779.0419,70.5,1.19,-5.53,1.88,EMERGING
2025-11-19T06:07:47.537999,CFXUSDT,40,WEAK,MID_CAP,465372078,6657846.6823,71.7,1.09,6.21,13.62,SPIKE
2025-11-19T06:07:47.538018,CRVUSDT,40,WEAK,MID_CAP,632724603,16104889.32312,79.6,1.01,6.73,14.14,SPIKE
2025-11-19T06:07:47.538036,ETCUSDT,40,WEAK,LARGE_CAP,2273445800,11772607.5545,64.2,0.81,4.63,12.04,SPIKE
2025-11-19T06:07:47.538055,INJUSDT,40,WEAK,MID_CAP,666711359,7567656.6391,70.1,0.75,5.53,12.94,SPIKE
2025-11-19T06:07:47.538073,LDOUSDT,40,WEAK,MID_CAP,658439264,10184418.721401,76.0,0.91,5.1,12.51,SPIKE
2025-11-19T06:07:47.538092,PAXGUSDT,40,WEAK,LARGE_CAP,1353892860,52585097.381389,74.6,1.08,3.4,10.81,SPIKE
2025-11-19T06:07:47.538112,TRXUSDT,40,WEAK,LARGE_CAP,27688447124,154593362.82644,63.7,1.35,3.98,11.39,SPIKE
2025-11-19T06:07:47.538131,WIFUSDT,40,WEAK,MID_CAP,418329369,25268778.04364,61.5,1.39,6.89,14.3,SPIKE
2025-11-19T06:07:47.538149,XRPUSDT,40,WEAK,LARGE_CAP,134229285708,465354462.83127,70.4,1.39,3.44,10.85,SPIKE
2025-11-19T06:09:17.312211,APTUSDT,85,STRONG,LARGE_CAP,2150646393,30800491.21964,66.3,1.58,16.36,23.71,SPIKE
2025-11-19T06:09:17.312301,STRKUSDT,80,STRONG,MID_CAP,966798588,94338566.084089,65.6,2.03,108.13,115.48,ESTABLISHED
2025-11-19T06:09:17.312320,XPLUSDT,70,STRONG,MID_CAP,491072549,117350324.99914,54.1,1.83,9.36,16.71,SPIKE
2025-11-19T06:09:17.312336,POLUSDT,67,STRONG,LARGE_CAP,1600647600,17990766.35778,69.8,2.08,-4.82,2.53,EMERGING
2025-11-19T06:09:17.312353,WBETHUSDT,67,STRONG,LARGE_CAP,11163397988,16755633.89855,76.2,4.92,-1.48,5.87,EMERGING
2025-11-19T06:09:17.312368,ASTERUSDT,60,STRONG,LARGE_CAP,2722562616,402905628.33539,66.9,1.39,44.4,51.75,SPIKE
2025-11-19T06:09:17.312383,FETUSDT,60,STRONG,MID_CAP,808353594,41685879.58093,76.7,1.09,53.74,61.09,SPIKE
2025-11-19T06:09:17.312397,FFUSDT,60,STRONG,MID_CAP,336952909,15968780.917657,76.1,0.77,25.03,32.38,SPIKE
2025-11-19T06:09:17.312411,RENDERUSDT,60,STRONG,LARGE_CAP,1095830074,11875007.45767,75.3,1.18,15.87,23.22,SPIKE
2025-11-19T06:09:17.312424,UNIUSDT,60,STRONG,LARGE_CAP,4847244890,94010141.29662,69.2,1.17,56.18,63.53,SPIKE
2025-11-19T06:09:17.312439,NEARUSDT,55,MODERATE,LARGE_CAP,2985739110,76172078.3546,58.6,1.24,29.49,36.84,SPIKE
2025-11-19T06:09:17.312452,WLFIUSDT,55,MODERATE,LARGE_CAP,3895795115,27384857.82284,55.7,0.73,29.06,36.41,SPIKE
2025-11-19T06:09:17.312466,ZECUSDT,55,MODERATE,LARGE_CAP,10435397657,778207200.71483,56.7,1.02,55.43,62.78,SPIKE
2025-11-19T06:09:17.312479,BCHUSDT,50,MODERATE,LARGE_CAP,10517226995,29800712.34,75.7,0.84,10.8,18.15,SPIKE
2025-11-19T06:09:17.312492,CAKEUSDT,50,MODERATE,MID_CAP,815165384,13433428.96528,69.0,0.57,12.63,19.98,SPIKE
2025-11-19T06:09:17.312506,DOTUSDT,50,MODERATE,LARGE_CAP,4560822303,23716907.40956,60.2,0.88,13.6,20.95,SPIKE
2025-11-19T06:09:17.312521,ENAUSDT,50,MODERATE,LARGE_CAP,2053996787,71159440.226202,67.0,1.62,-11.37,-4.02,SPIKE
2025-11-19T06:09:17.312535,ETHFIUSDT,50,MODERATE,MID_CAP,552136924,10336116.0318,75.0,0.63,8.87,16.22,SPIKE
