event_time,BTC_funding_rate,BTC_annual_rate,ETH_funding_rate,ETH_annual_rate,SOL_funding_rate,SOL_annual_rate
2025-11-11 11:00:00.007,2.818e-05,3.0857099999999997,2.962e-05,3.24339,-4.5e-05,-4.9275
